"splitSummaryData","Descanso_Entre_Reps","Activity_ID","Fecha","Nombre","Tipo","Distancia_Km","Duracion_Min","Calorias","FC_Media","FC_Maxima","Cadencia_Media","Oscilacion_Vertical","Tiempo_Contacto_Suelo","Longitud_Zancada","Training_Effect_Aerobico","Training_Effect_Anaerobico","Tiempo_Recuperacion_Horas","Varianza_FC"
"[{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":1,""Distancia_m"":7007.09,""Duracion_s"":2117.572,""Ritmo_Medio_ms"":3.3090000152587895,""Ritmo_Ajustado_Grado"":3.311000108718872,""Potencia_Media_W"":285,""Potencia_Normalizada_W"":286,""FC_Media"":137,""FC_Maxima"":149,""Calorias"":423,""Cadencia_Media"":174.5,""Longitud_Zancada_cm"":113.15,""Tiempo_Contacto_Suelo_ms"":247.5,""Oscilacion_Vertical"":9.130000305175782,""Ratio_Vertical"":8.069999694824219,""Desnivel_Positivo"":8,""Desnivel_Negativo"":4},{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":1,""Distancia_m"":7007.09,""Duracion_s"":2117.587,""Ritmo_Medio_ms"":3.3090000152587895,""Ritmo_Ajustado_Grado"":3.311000108718872,""Potencia_Media_W"":285,""Potencia_Normalizada_W"":286,""FC_Media"":137,""FC_Maxima"":149,""Calorias"":423,""Cadencia_Media"":174.5,""Longitud_Zancada_cm"":113.15,""Tiempo_Contacto_Suelo_ms"":247.5,""Oscilacion_Vertical"":9.130000305175782,""Ratio_Vertical"":8.069999694824219,""Desnivel_Positivo"":8,""Desnivel_Negativo"":4}]","",24151479769,"2026-08-28 10:44:36","Benito Juárez Running","running","7.01","35.29",423,137,149,174.515625,9.130000305175782,247.5,113.15,2.5999999046325684,0,"",""
"[{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":1,""Distancia_m"":10013.55,""Duracion_s"":2749.321,""Ritmo_Medio_ms"":3.6419999599456787,""Ritmo_Ajustado_Grado"":3.638999938964844,""Potencia_Media_W"":312,""Potencia_Normalizada_W"":313,""FC_Media"":148,""FC_Maxima"":160,""Calorias"":603,""Cadencia_Media"":178.078125,""Longitud_Zancada_cm"":122.05000000000001,""Tiempo_Contacto_Suelo_ms"":235.10000610351562,""Oscilacion_Vertical"":9.180000305175781,""Ratio_Vertical"":7.519999980926514,""Desnivel_Positivo"":5,""Desnivel_Negativo"":5},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":1,""Distancia_m"":10013.55,""Duracion_s"":2749.304,""Ritmo_Medio_ms"":3.6419999599456787,""Ritmo_Ajustado_Grado"":3.638999938964844,""Potencia_Media_W"":312,""Potencia_Normalizada_W"":313,""FC_Media"":148,""FC_Maxima"":160,""Calorias"":603,""Cadencia_Media"":178.078125,""Longitud_Zancada_cm"":122.05000000000001,""Tiempo_Contacto_Suelo_ms"":235.10000610351562,""Oscilacion_Vertical"":9.180000305175781,""Ratio_Vertical"":7.519999980926514,""Desnivel_Positivo"":5,""Desnivel_Negativo"":5}]","",24123192078,"2026-08-26 06:14:13","Benito Juárez Running","running","10.01","45.82",603,148,160,178.078125,9.180000305175781,235.10000610351562,122.05000000000001,3.200000047683716,0,"",""
"[{""Tipo_Fase"":""RWD_STAND"",""Numero_Reps"":9,""Distancia_m"":36.4,""Duracion_s"":75.667,""Ritmo_Medio_ms"":0.4810000061988831,""Ritmo_Ajustado_Grado"":0,""Potencia_Media_W"":0,""Potencia_Normalizada_W"":140,""FC_Media"":138,""FC_Maxima"":174,""Calorias"":11,""Cadencia_Media"":16.59375,""Longitud_Zancada_cm"":21.31253217682842,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""INTERVAL_WARMUP"",""Numero_Reps"":6,""Distancia_m"":3415.15,""Duracion_s"":1024.384,""Ritmo_Medio_ms"":3.3340001106262207,""Ritmo_Ajustado_Grado"":3.279999971389771,""Potencia_Media_W"":282,""Potencia_Normalizada_W"":281,""FC_Media"":126,""FC_Maxima"":154,""Calorias"":190,""Cadencia_Media"":172.65625,""Longitud_Zancada_cm"":113.75999755859375,""Tiempo_Contacto_Suelo_ms"":248.5,""Oscilacion_Vertical"":9.10999984741211,""Ratio_Vertical"":8.109999656677246,""Desnivel_Positivo"":3,""Desnivel_Negativo"":0},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":18,""Distancia_m"":10761.64,""Duracion_s"":2958.62,""Ritmo_Medio_ms"":3.63700008392334,""Ritmo_Ajustado_Grado"":3.6819999217987065,""Potencia_Media_W"":303,""Potencia_Normalizada_W"":331,""FC_Media"":144,""FC_Maxima"":182,""Calorias"":605,""Cadencia_Media"":172,""Longitud_Zancada_cm"":124.96999511718751,""Tiempo_Contacto_Suelo_ms"":236.1999969482422,""Oscilacion_Vertical"":8.95999984741211,""Ratio_Vertical"":7.610000133514404,""Desnivel_Positivo"":4,""Desnivel_Negativo"":1},{""Tipo_Fase"":""RWD_WALK"",""Numero_Reps"":24,""Distancia_m"":1055.91,""Duracion_s"":992.998,""Ritmo_Medio_ms"":1.062999963760376,""Ritmo_Ajustado_Grado"":1.0110000371932983,""Potencia_Media_W"":53,""Potencia_Normalizada_W"":136,""FC_Media"":125,""FC_Maxima"":177,""Calorias"":119,""Cadencia_Media"":78.78125,""Longitud_Zancada_cm"":73.40999755859376,""Tiempo_Contacto_Suelo_ms"":428.79998779296875,""Oscilacion_Vertical"":5.6000000000000005,""Ratio_Vertical"":8.140000343322754,""Desnivel_Positivo"":0,""Desnivel_Negativo"":1},{""Tipo_Fase"":""INTERVAL_COOLDOWN"",""Numero_Reps"":1,""Distancia_m"":1526.4,""Duracion_s"":716.64,""Ritmo_Medio_ms"":2.130000114440918,""Ritmo_Ajustado_Grado"":2.124000072479248,""Potencia_Media_W"":177,""Potencia_Normalizada_W"":216,""FC_Media"":132,""FC_Maxima"":180,""Calorias"":103,""Cadencia_Media"":146.296875,""Longitud_Zancada_cm"":87.29000244140626,""Tiempo_Contacto_Suelo_ms"":298.79998779296875,""Oscilacion_Vertical"":7.95999984741211,""Ratio_Vertical"":9.729999542236328,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":6,""Distancia_m"":5666.99,""Duracion_s"":1164.537,""Ritmo_Medio_ms"":4.866000175476074,""Ritmo_Ajustado_Grado"":4.804999828338623,""Potencia_Media_W"":388,""Potencia_Normalizada_W"":383,""FC_Media"":165,""FC_Maxima"":182,""Calorias"":290,""Cadencia_Media"":184.90625,""Longitud_Zancada_cm"":154.24000244140626,""Tiempo_Contacto_Suelo_ms"":194.89999389648438,""Oscilacion_Vertical"":9.25,""Ratio_Vertical"":6.039999961853027,""Desnivel_Positivo"":1,""Desnivel_Negativo"":1},{""Tipo_Fase"":""INTERVAL_RECOVERY"",""Numero_Reps"":9,""Distancia_m"":1245.43,""Duracion_s"":1121.675,""Ritmo_Medio_ms"":1.1100000143051147,""Ritmo_Ajustado_Grado"":1.2419999837875366,""Potencia_Media_W"":71,""Potencia_Normalizada_W"":218,""FC_Media"":128,""FC_Maxima"":180,""Calorias"":152,""Cadencia_Media"":78.65625,""Longitud_Zancada_cm"":95.5,""Tiempo_Contacto_Suelo_ms"":319.6000061035156,""Oscilacion_Vertical"":6.00999984741211,""Ratio_Vertical"":8.079999923706055,""Desnivel_Positivo"":0,""Desnivel_Negativo"":1}]","≈2:05 x9 (INTERVAL_RECOVERY)",24110801589,"2026-08-25 07:19:37","Benito Juárez - Martes","running","11.85","67.12",735,139,182,145.578125,8.26999969482422,242.39999389648438,122.69000244140625,3.5,2.700000047683716,"",""
"[{""Tipo_Fase"":""RWD_STAND"",""Numero_Reps"":1,""Distancia_m"":6.17,""Duracion_s"":2.009,""Ritmo_Medio_ms"":3.071000099182129,""Ritmo_Ajustado_Grado"":0,""Potencia_Media_W"":0,""Potencia_Normalizada_W"":86,""FC_Media"":117,""FC_Maxima"":117,""Calorias"":0,""Cadencia_Media"":0,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":1,""Distancia_m"":8025.97,""Duracion_s"":2502.169,""Ritmo_Medio_ms"":3.20799994468689,""Ritmo_Ajustado_Grado"":3.216000080108643,""Potencia_Media_W"":275,""Potencia_Normalizada_W"":276,""FC_Media"":133,""FC_Maxima"":148,""Calorias"":474,""Cadencia_Media"":175.484375,""Longitud_Zancada_cm"":109.54000244140626,""Tiempo_Contacto_Suelo_ms"":248.89999389648438,""Oscilacion_Vertical"":8.919999694824218,""Ratio_Vertical"":8.140000343322754,""Desnivel_Positivo"":3,""Desnivel_Negativo"":2},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":2,""Distancia_m"":8019.8,""Duracion_s"":2500.141,""Ritmo_Medio_ms"":3.20799994468689,""Ritmo_Ajustado_Grado"":3.2190001010894775,""Potencia_Media_W"":276,""Potencia_Normalizada_W"":276,""FC_Media"":133,""FC_Maxima"":148,""Calorias"":473,""Cadencia_Media"":175.625,""Longitud_Zancada_cm"":109.54000244140626,""Tiempo_Contacto_Suelo_ms"":248.89999389648438,""Oscilacion_Vertical"":8.919999694824218,""Ratio_Vertical"":8.140000343322754,""Desnivel_Positivo"":3,""Desnivel_Negativo"":2}]","",24097375983,"2026-08-24 07:23:27","Benito Juárez - Lunes recuperacion","running","8.03","41.70",474,133,148,175.5,8.919999694824218,248.89999389648438,109.54000244140626,2.700000047683716,0,"",""
"[{""Tipo_Fase"":""RWD_STAND"",""Numero_Reps"":4,""Distancia_m"":12.29,""Duracion_s"":16.999,""Ritmo_Medio_ms"":0.7229999899864196,""Ritmo_Ajustado_Grado"":0,""Potencia_Media_W"":0,""Potencia_Normalizada_W"":265,""FC_Media"":151,""FC_Maxima"":166,""Calorias"":3,""Cadencia_Media"":0,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":16,""Distancia_m"":5057.19,""Duracion_s"":1725.401,""Ritmo_Medio_ms"":2.930999994277954,""Ritmo_Ajustado_Grado"":3.072999954223633,""Potencia_Media_W"":261,""Potencia_Normalizada_W"":323,""FC_Media"":131,""FC_Maxima"":172,""Calorias"":291,""Cadencia_Media"":166.25,""Longitud_Zancada_cm"":101.67999877929688,""Tiempo_Contacto_Suelo_ms"":261.79998779296875,""Oscilacion_Vertical"":8.069999694824219,""Ratio_Vertical"":8.520000457763672,""Desnivel_Positivo"":110,""Desnivel_Negativo"":54},{""Tipo_Fase"":""INTERVAL_WARMUP"",""Numero_Reps"":5,""Distancia_m"":2532.4,""Duracion_s"":793.592,""Ritmo_Medio_ms"":3.190999984741211,""Ritmo_Ajustado_Grado"":3.1679999828338623,""Potencia_Media_W"":270,""Potencia_Normalizada_W"":266,""FC_Media"":131,""FC_Maxima"":146,""Calorias"":146,""Cadencia_Media"":176.328125,""Longitud_Zancada_cm"":105.43000488281251,""Tiempo_Contacto_Suelo_ms"":246.8000030517578,""Oscilacion_Vertical"":8.490000152587891,""Ratio_Vertical"":8.130000114440918,""Desnivel_Positivo"":13,""Desnivel_Negativo"":1},{""Tipo_Fase"":""RWD_WALK"",""Numero_Reps"":19,""Distancia_m"":1094.63,""Duracion_s"":919.001,""Ritmo_Medio_ms"":1.190999984741211,""Ritmo_Ajustado_Grado"":1.1169999837875366,""Potencia_Media_W"":70,""Potencia_Normalizada_W"":172,""FC_Media"":131,""FC_Maxima"":168,""Calorias"":116,""Cadencia_Media"":101.828125,""Longitud_Zancada_cm"":68.22999877929688,""Tiempo_Contacto_Suelo_ms"":422.6000061035156,""Oscilacion_Vertical"":5.75999984741211,""Ratio_Vertical"":9.140000343322754,""Desnivel_Positivo"":0,""Desnivel_Negativo"":45},{""Tipo_Fase"":""INTERVAL_RECOVERY"",""Numero_Reps"":11,""Distancia_m"":1949.08,""Duracion_s"":1412.953,""Ritmo_Medio_ms"":1.378999948501587,""Ritmo_Ajustado_Grado"":1.4420000314712524,""Potencia_Media_W"":105,""Potencia_Normalizada_W"":281,""FC_Media"":129,""FC_Maxima"":172,""Calorias"":185,""Cadencia_Media"":114.359375,""Longitud_Zancada_cm"":77.62000122070313,""Tiempo_Contacto_Suelo_ms"":334.20001220703125,""Oscilacion_Vertical"":6.480000305175782,""Ratio_Vertical"":9.970000267028809,""Desnivel_Positivo"":15,""Desnivel_Negativo"":82},{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":8,""Distancia_m"":1476.21,""Duracion_s"":315.682,""Ritmo_Medio_ms"":4.676000118255615,""Ritmo_Ajustado_Grado"":5.0320000648498535,""Potencia_Media_W"":433,""Potencia_Normalizada_W"":381,""FC_Media"":148,""FC_Maxima"":171,""Calorias"":69,""Cadencia_Media"":190.984375,""Longitud_Zancada_cm"":130.84000244140626,""Tiempo_Contacto_Suelo_ms"":190.89999389648438,""Oscilacion_Vertical"":7.75,""Ratio_Vertical"":6.179999828338623,""Desnivel_Positivo"":82,""Desnivel_Negativo"":3},{""Tipo_Fase"":""INTERVAL_COOLDOWN"",""Numero_Reps"":1,""Distancia_m"":206.43,""Duracion_s"":139.16,""Ritmo_Medio_ms"":1.4830000400543213,""Ritmo_Ajustado_Grado"":1.3220000267028809,""Potencia_Media_W"":101,""Potencia_Normalizada_W"":101,""FC_Media"":112,""FC_Maxima"":124,""Calorias"":10,""Cadencia_Media"":131.078125,""Longitud_Zancada_cm"":65.90999755859376,""Tiempo_Contacto_Suelo_ms"":388.1000061035156,""Oscilacion_Vertical"":6.659999847412109,""Ratio_Vertical"":10.350000381469727,""Desnivel_Positivo"":0,""Desnivel_Negativo"":13}]","≈2:08 x11 (INTERVAL_RECOVERY)",24089432753,"2026-08-23 10:39:09","Cuauhtémoc - Domingo","running","6.16","44.36",410,131,172,142.875,7.280000305175782,274.29998779296875,97.35000000000001,2.5999999046325684,2.4000000953674316,"",""
"[]","",24087998439,"2026-08-23 10:10:27","Benito Juárez Cycling","cycling","5.79","24.33",120,94,122,,,,,0.30000001192092896,0,"",""
"[{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":2,""Distancia_m"":13279.17,""Duracion_s"":3830.548,""Ritmo_Medio_ms"":3.467000007629395,""Ritmo_Ajustado_Grado"":3.4779999256134033,""Potencia_Media_W"":299,""Potencia_Normalizada_W"":305,""FC_Media"":151,""FC_Maxima"":170,""Calorias"":800,""Cadencia_Media"":175.65625,""Longitud_Zancada_cm"":117.95999755859376,""Tiempo_Contacto_Suelo_ms"":242.5,""Oscilacion_Vertical"":9.140000152587891,""Ratio_Vertical"":7.820000171661377,""Desnivel_Positivo"":35,""Desnivel_Negativo"":28},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":2,""Distancia_m"":13277.97,""Duracion_s"":3829.558,""Ritmo_Medio_ms"":3.467000007629395,""Ritmo_Ajustado_Grado"":3.4790000915527344,""Potencia_Media_W"":299,""Potencia_Normalizada_W"":305,""FC_Media"":151,""FC_Maxima"":170,""Calorias"":800,""Cadencia_Media"":175.703125,""Longitud_Zancada_cm"":117.95999755859376,""Tiempo_Contacto_Suelo_ms"":242.5,""Oscilacion_Vertical"":9.140000152587891,""Ratio_Vertical"":7.820000171661377,""Desnivel_Positivo"":35,""Desnivel_Negativo"":28},{""Tipo_Fase"":""RWD_WALK"",""Numero_Reps"":2,""Distancia_m"":1.2,""Duracion_s"":1,""Ritmo_Medio_ms"":1.2000000476837158,""Ritmo_Ajustado_Grado"":1.1150000095367432,""Potencia_Media_W"":0,""Potencia_Normalizada_W"":276,""FC_Media"":162,""FC_Maxima"":162,""Calorias"":0,""Cadencia_Media"":0,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0}]","",24073305241,"2026-08-22 06:51:00","Benito Juárez - fondo","running","13.28","63.84",800,151,170,175.671875,9.140000152587891,242.5,117.95999755859376,3.700000047683716,0,"",""
"[{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":1,""Distancia_m"":6657.37,""Duracion_s"":2100,""Ritmo_Medio_ms"":3.1700000762939453,""Ritmo_Ajustado_Grado"":3.1659998893737793,""Potencia_Media_W"":272,""Potencia_Normalizada_W"":273,""FC_Media"":135,""FC_Maxima"":146,""Calorias"":395,""Cadencia_Media"":174.65625,""Longitud_Zancada_cm"":108.48000488281251,""Tiempo_Contacto_Suelo_ms"":251,""Oscilacion_Vertical"":8.950000000000001,""Ratio_Vertical"":8.25,""Desnivel_Positivo"":2,""Desnivel_Negativo"":2},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":2,""Distancia_m"":6737.03,""Duracion_s"":2149.702,""Ritmo_Medio_ms"":3.134000062942505,""Ritmo_Ajustado_Grado"":3.142999887466431,""Potencia_Media_W"":270,""Potencia_Normalizada_W"":272,""FC_Media"":134,""FC_Maxima"":146,""Calorias"":402,""Cadencia_Media"":174.0625,""Longitud_Zancada_cm"":107.98000488281251,""Tiempo_Contacto_Suelo_ms"":252.89999389648438,""Oscilacion_Vertical"":8.930000305175781,""Ratio_Vertical"":8.289999961853027,""Desnivel_Positivo"":2,""Desnivel_Negativo"":2},{""Tipo_Fase"":""RWD_WALK"",""Numero_Reps"":1,""Distancia_m"":50.29,""Duracion_s"":42,""Ritmo_Medio_ms"":1.1970000267028809,""Ritmo_Ajustado_Grado"":1.4730000495910645,""Potencia_Media_W"":117,""Potencia_Normalizada_W"":159,""FC_Media"":109,""FC_Maxima"":124,""Calorias"":3,""Cadencia_Media"":134.015625,""Longitud_Zancada_cm"":66.45,""Tiempo_Contacto_Suelo_ms"":420.70001220703125,""Oscilacion_Vertical"":6.659999847412109,""Ratio_Vertical"":10.039999961853027,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""INTERVAL_RECOVERY"",""Numero_Reps"":1,""Distancia_m"":129.95,""Duracion_s"":91.695,""Ritmo_Medio_ms"":1.4170000553131104,""Ritmo_Ajustado_Grado"":1.843000054359436,""Potencia_Media_W"":157,""Potencia_Normalizada_W"":215,""FC_Media"":116,""FC_Maxima"":142,""Calorias"":10,""Cadencia_Media"":142.28125,""Longitud_Zancada_cm"":76.72000122070312,""Tiempo_Contacto_Suelo_ms"":372.29998779296875,""Oscilacion_Vertical"":7.6099998474121096,""Ratio_Vertical"":10.199999809265137,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0}]","",24061414079,"2026-08-21 07:29:36","Benito Juárez - Viernes","running","6.79","36.53",405,134,146,173.296875,8.890000152587891,256,107.18000488281251,2.5999999046325684,0,"",""
"[{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":7,""Distancia_m"":8600,""Duracion_s"":2477.072,""Ritmo_Medio_ms"":3.4719998836517334,""Ritmo_Ajustado_Grado"":3.440999984741211,""Potencia_Media_W"":292,""Potencia_Normalizada_W"":290,""FC_Media"":150,""FC_Maxima"":163,""Calorias"":526,""Cadencia_Media"":175.8125,""Longitud_Zancada_cm"":116.2,""Tiempo_Contacto_Suelo_ms"":240.6999969482422,""Oscilacion_Vertical"":9,""Ratio_Vertical"":7.769999980926514,""Desnivel_Positivo"":3,""Desnivel_Negativo"":8},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":8,""Distancia_m"":9017.06,""Duracion_s"":2636.14,""Ritmo_Medio_ms"":3.4210000038146973,""Ritmo_Ajustado_Grado"":3.440999984741211,""Potencia_Media_W"":289,""Potencia_Normalizada_W"":291,""FC_Media"":151,""FC_Maxima"":173,""Calorias"":564,""Cadencia_Media"":175.125,""Longitud_Zancada_cm"":116.44000244140625,""Tiempo_Contacto_Suelo_ms"":239.89999389648438,""Oscilacion_Vertical"":8.9,""Ratio_Vertical"":7.739999771118164,""Desnivel_Positivo"":5,""Desnivel_Negativo"":8},{""Tipo_Fase"":""RWD_WALK"",""Numero_Reps"":8,""Distancia_m"":300.69,""Duracion_s"":228,""Ritmo_Medio_ms"":1.319000005722046,""Ritmo_Ajustado_Grado"":1.1790000200271606,""Potencia_Media_W"":62,""Potencia_Normalizada_W"":161,""FC_Media"":143,""FC_Maxima"":162,""Calorias"":30,""Cadencia_Media"":84.375,""Longitud_Zancada_cm"":79,""Tiempo_Contacto_Suelo_ms"":431.8999938964844,""Oscilacion_Vertical"":5.659999847412109,""Ratio_Vertical"":7.420000076293945,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""INTERVAL_RECOVERY"",""Numero_Reps"":6,""Distancia_m"":717.75,""Duracion_s"":387.148,""Ritmo_Medio_ms"":1.8539999723434448,""Ritmo_Ajustado_Grado"":2.0910000801086426,""Potencia_Media_W"":137,""Potencia_Normalizada_W"":253,""FC_Media"":150,""FC_Maxima"":173,""Calorias"":68,""Cadencia_Media"":116.578125,""Longitud_Zancada_cm"":109.64000244140625,""Tiempo_Contacto_Suelo_ms"":260.29998779296875,""Oscilacion_Vertical"":6.329999923706055,""Ratio_Vertical"":7.079999923706055,""Desnivel_Positivo"":2,""Desnivel_Negativo"":0}]","≈1:05 x6 (INTERVAL_RECOVERY)",24056006941,"2026-08-20 20:14:45","Benito Juárez - Miercoles","running","9.32","47.74",593,150,173,167.90625,8.69000015258789,241.8000030517578,115.80000000000001,3.200000047683716,1.7999999523162842,"",""
"[{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":1,""Distancia_m"":6016.06,""Duracion_s"":1890.173,""Ritmo_Medio_ms"":3.183000087738037,""Ritmo_Ajustado_Grado"":3.1800000667572026,""Potencia_Media_W"":273,""Potencia_Normalizada_W"":275,""FC_Media"":135,""FC_Maxima"":148,""Calorias"":368,""Cadencia_Media"":173.625,""Longitud_Zancada_cm"":109.79000244140626,""Tiempo_Contacto_Suelo_ms"":252.10000610351562,""Oscilacion_Vertical"":9.080000305175782,""Ratio_Vertical"":8.279999732971191,""Desnivel_Positivo"":1,""Desnivel_Negativo"":2},{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":1,""Distancia_m"":6016.06,""Duracion_s"":1890.157,""Ritmo_Medio_ms"":3.183000087738037,""Ritmo_Ajustado_Grado"":3.1800000667572026,""Potencia_Media_W"":273,""Potencia_Normalizada_W"":275,""FC_Media"":135,""FC_Maxima"":148,""Calorias"":368,""Cadencia_Media"":173.625,""Longitud_Zancada_cm"":109.79000244140626,""Tiempo_Contacto_Suelo_ms"":252.10000610351562,""Oscilacion_Vertical"":9.080000305175782,""Ratio_Vertical"":8.279999732971191,""Desnivel_Positivo"":1,""Desnivel_Negativo"":2}]","",24043742025,"2026-08-19 20:27:23","Benito Juárez Running","running","6.02","31.50",368,135,148,173.625,9.080000305175782,252.10000610351562,109.79000244140626,2.4000000953674316,0,"",""
"[{""Tipo_Fase"":""RWD_RUN"",""Numero_Reps"":11,""Distancia_m"":7409.09,""Duracion_s"":2202.776,""Ritmo_Medio_ms"":3.364000082015991,""Ritmo_Ajustado_Grado"":3.417000055313111,""Potencia_Media_W"":283,""Potencia_Normalizada_W"":311,""FC_Media"":140,""FC_Maxima"":180,""Calorias"":428,""Cadencia_Media"":172.984375,""Longitud_Zancada_cm"":115.30999755859375,""Tiempo_Contacto_Suelo_ms"":244.3000030517578,""Oscilacion_Vertical"":8.65999984741211,""Ratio_Vertical"":8.079999923706055,""Desnivel_Positivo"":14,""Desnivel_Negativo"":14},{""Tipo_Fase"":""INTERVAL_RECOVERY"",""Numero_Reps"":7,""Distancia_m"":829.39,""Duracion_s"":652.62,""Ritmo_Medio_ms"":1.2710000276565552,""Ritmo_Ajustado_Grado"":1.4850000143051147,""Potencia_Media_W"":91,""Potencia_Normalizada_W"":225,""FC_Media"":127,""FC_Maxima"":180,""Calorias"":91,""Cadencia_Media"":94.453125,""Longitud_Zancada_cm"":87.47000122070312,""Tiempo_Contacto_Suelo_ms"":217.3000030517578,""Oscilacion_Vertical"":6.079999923706055,""Ratio_Vertical"":7.659999847412109,""Desnivel_Positivo"":3,""Desnivel_Negativo"":1},{""Tipo_Fase"":""INTERVAL_COOLDOWN"",""Numero_Reps"":1,""Distancia_m"":1154.14,""Duracion_s"":657.995,""Ritmo_Medio_ms"":1.753999948501587,""Ritmo_Ajustado_Grado"":1.8159999847412112,""Potencia_Media_W"":156,""Potencia_Normalizada_W"":198,""FC_Media"":121,""FC_Maxima"":177,""Calorias"":77,""Cadencia_Media"":149.703125,""Longitud_Zancada_cm"":72.3,""Tiempo_Contacto_Suelo_ms"":325.8999938964844,""Oscilacion_Vertical"":7.45999984741211,""Ratio_Vertical"":10.670000076293945,""Desnivel_Positivo"":4,""Desnivel_Negativo"":3},{""Tipo_Fase"":""INTERVAL_ACTIVE"",""Numero_Reps"":4,""Distancia_m"":2943.87,""Duracion_s"":592.862,""Ritmo_Medio_ms"":4.966000080108643,""Ritmo_Ajustado_Grado"":4.817999839782715,""Potencia_Media_W"":384,""Potencia_Normalizada_W"":379,""FC_Media"":164,""FC_Maxima"":180,""Calorias"":145,""Cadencia_Media"":186.828125,""Longitud_Zancada_cm"":153.25,""Tiempo_Contacto_Suelo_ms"":190.5,""Oscilacion_Vertical"":8.95999984741211,""Ratio_Vertical"":5.920000076293945,""Desnivel_Positivo"":4,""Desnivel_Negativo"":5},{""Tipo_Fase"":""INTERVAL_WARMUP"",""Numero_Reps"":6,""Distancia_m"":3402.65,""Duracion_s"":1023.139,""Ritmo_Medio_ms"":3.3259999752044678,""Ritmo_Ajustado_Grado"":3.2709999084472656,""Potencia_Media_W"":277,""Potencia_Normalizada_W"":275,""FC_Media"":136,""FC_Maxima"":157,""Calorias"":201,""Cadencia_Media"":171.625,""Longitud_Zancada_cm"":112.54000244140626,""Tiempo_Contacto_Suelo_ms"":246.39999389648438,""Oscilacion_Vertical"":8.94000015258789,""Ratio_Vertical"":8.039999961853027,""Desnivel_Positivo"":3,""Desnivel_Negativo"":7},{""Tipo_Fase"":""RWD_STAND"",""Numero_Reps"":5,""Distancia_m"":14.81,""Duracion_s"":35.438,""Ritmo_Medio_ms"":0.4180000126361847,""Ritmo_Ajustado_Grado"":0,""Potencia_Media_W"":0,""Potencia_Normalizada_W"":117,""FC_Media"":113,""FC_Maxima"":170,""Calorias"":4,""Cadencia_Media"":0,""Desnivel_Positivo"":0,""Desnivel_Negativo"":0},{""Tipo_Fase"":""RWD_WALK"",""Numero_Reps"":15,""Distancia_m"":906.13,""Duracion_s"":688.366,""Ritmo_Medio_ms"":1.315999984741211,""Ritmo_Ajustado_Grado"":1.2300000190734863,""Potencia_Media_W"":72,""Potencia_Normalizada_W"":152,""FC_Media"":123,""FC_Maxima"":174,""Calorias"":83,""Cadencia_Media"":95.5625,""Longitud_Zancada_cm"":71.04000244140626,""Tiempo_Contacto_Suelo_ms"":421.3999938964844,""Oscilacion_Vertical"":5.80999984741211,""Ratio_Vertical"":8.489999771118164,""Desnivel_Positivo"":0,""Desnivel_Negativo"":2}]","≈1:33 x7 (INTERVAL_RECOVERY)",24030487536,"2026-08-18 18:58:38","Benito Juárez - Martes","running","8.33","48.78",514,136,180,152.71875,8.05,252.8000030517578,109.05999755859375,3,2.5,"",""
